resultId,raceId,date,driverId,constructorId,number,grid,track,position,positionTeNaNt,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
21232,860,3/18/2012,Button,Mclaren,3,2,Sepang,1,1,1,25,58,34:09.6,5649565,56,1,01:29.2,214.053,1
21233,860,3/18/2012,Vettel,Red_Bull,1,6,Monaco,2,2,2,18,58,2.139,5651704,57,2,01:29.4,213.503,1
21234,860,3/18/2012,Hamilton,Mclaren,4,1,Melbourn,3,3,3,15,58,4.075,5653640,57,4,01:29.5,213.214,1
21235,860,3/18/2012,Webber,Red_Bull,2,5,Istanbul,4,4,4,12,58,4.547,5654112,57,3,01:29.4,213.452,1
21236,860,3/18/2012,Alonso,Ferrari,5,12,Velencia,5,5,5,10,58,21.565,5671130,52,7,01:30.3,211.469,1
21237,860,3/18/2012,Kobauashi,Sauber,14,13,Spa,6,6,6,8,58,36.766,5686331,55,10,01:30.6,210.668,1
21238,860,3/18/2012,Raikkonen,Lotus_F1,9,17,Shanghai,7,7,7,6,58,38.014,5687579,50,11,01:30.8,210.346,1
21239,860,3/18/2012,Perez,Sauber,15,22,Suzuka,8,8,8,4,58,39.458,5689023,46,12,01:30.8,210.151,1
21240,860,3/18/2012,Riccardo,Toro_Rosso,16,10,Hockenhein,9,9,9,2,58,39.556,5689121,53,8,01:30.6,210.733,1
21241,860,3/18/2012,Resta,Force_India,11,15,Singapore,10,10,10,1,58,39.737,5689302,57,9,01:30.6,210.703,1
21242,860,3/18/2012,Vergne,Toro_Rosso,17,11,Budapest,11,11,11,0,58,39.848,5689413,52,6,01:30.3,211.476,1
21243,860,3/18/2012,Rosberg,Mercedes,8,7,Montreal,12,12,12,0,58,57.642,5707207,53,14,01:30.9,209.948,1
21244,860,3/18/2012,Maldonado,Williams,18,8,France,13,13,13,0,57,NaN,NaN,53,5,01:30.3,211.523,3
21245,860,3/18/2012,Glock,Marussia,24,20,nurburgring,14,14,14,0,57,NaN,NaN,43,19,01:34.3,202.548,11
21246,860,3/18/2012,Pic,Marussia,25,21,Imola,15,15,15,0,53,NaN,NaN,45,20,01:35.0,200.932,15
21247,860,3/18/2012,B. Senna,Williams,19,14,Monza,16,16,16,0,52,NaN,NaN,49,13,01:30.9,210.123,4
21248,860,3/18/2012,Massa,Ferrari,6,16,Fuji,NaN,R,17,0,46,NaN,NaN,46,15,01:31.9,207.644,4
21249,860,3/18/2012,Kovalaine,Caterham,20,18,Interlagos,NaN,R,18,0,38,NaN,NaN,26,17,01:33.7,203.759,22
21250,860,3/18/2012,Petrov,Caterham,21,19,Indianapolis,NaN,R,19,0,34,NaN,NaN,27,16,01:33.2,204.806,38
21251,860,3/18/2012,Schumacher,Mercedes,7,4,Catalunya,NaN,R,20,0,10,NaN,NaN,4,18,01:34.0,203.048,6
21252,860,3/18/2012,Grosjean,Lotus_F1,10,3,Bahrain,NaN,R,21,0,1,NaN,NaN,NaN,0,NaN,NaN,4
21253,860,3/18/2012,Hulkenberg,Force_India,12,9,Silverstone,NaN,R,22,0,0,NaN,NaN,NaN,0,NaN,NaN,4
21254,860,3/18/2012,Rosa,HRT,22,0,Silverstone,NaN,F,23,0,0,NaN,NaN,NaN,0,NaN,NaN,81
21255,860,3/18/2012,Karthikeyan,HRT,23,0,Silverstone,NaN,F,24,0,0,NaN,NaN,NaN,0,NaN,NaN,81
21256,861,3/25/2012,Alonso,Ferrari,5,8,France,1,1,1,25,56,44:51.8,9891812,53,7,01:41.7,196.25,1
21257,861,3/25/2012,Perez,Sauber,15,9,Silverstone,2,2,2,18,56,2.263,9894075,54,3,01:41.0,197.531,1
21258,861,3/25/2012,Hamilton,Mclaren,4,1,Melbourn,3,3,3,15,56,14.591,9906403,50,6,01:41.5,196.523,1
21259,861,3/25/2012,Webber,Red_Bull,2,4,Catalunya,4,4,4,12,56,17.688,9909500,52,2,01:41.0,197.539,1
21260,861,3/25/2012,Raikkonen,Lotus_F1,9,10,Hockenhein,5,5,5,10,56,29.456,9921268,53,1,01:40.7,198.117,1
21261,861,3/25/2012,B. Senna,Williams,19,13,Spa,6,6,6,8,56,37.667,9929479,55,5,01:41.4,196.785,1
21262,861,3/25/2012,Resta,Force_India,11,14,Monza,7,7,7,6,56,44.412,9936224,55,10,01:41.8,195.983,1
21263,861,3/25/2012,Vergne,Toro_Rosso,17,18,Interlagos,8,8,8,4,56,46.985,9938797,55,12,01:41.9,195.785,1
21264,861,3/25/2012,Hulkenberg,Force_India,12,16,Fuji,9,9,9,2,56,47.892,9939704,51,15,01:42.2,195.304,1
21265,861,3/25/2012,Schumacher,Mercedes,7,3,Bahrain,10,10,10,1,56,49.996,9941808,53,9,01:41.8,196.096,1
21266,861,3/25/2012,Vettel,Red_Bull,1,5,Istanbul,11,11,11,0,56,+1:15.527,9967339,50,4,01:41.3,196.905,1
21267,861,3/25/2012,Riccardo,Toro_Rosso,16,15,Singapore,12,12,12,0,56,+1:16.828,9968640,54,8,01:41.8,196.104,1
21268,861,3/25/2012,Rosberg,Mercedes,8,7,Montreal,13,13,13,0,56,+1:18.593,9970405,51,11,01:41.9,195.898,1
21269,861,3/25/2012,Button,Mclaren,3,2,Sepang,14,14,14,0,56,+1:19.719,9971531,50,14,01:42.1,195.443,1
21270,861,3/25/2012,Massa,Ferrari,6,12,Velencia,15,15,15,0,56,+1:37.319,9989131,56,13,01:42.1,195.537,1
21271,861,3/25/2012,Petrov,Caterham,21,19,Indianapolis,16,16,16,0,55,NaN,NaN,52,17,01:43.5,192.775,11
21272,861,3/25/2012,Glock,Marussia,24,20,nurburgring,17,17,17,0,55,NaN,NaN,50,20,01:44.8,190.486,11
21273,861,3/25/2012,Kovalaine,Caterham,20,24,Abu Dhabi,18,18,18,0,55,NaN,NaN,54,18,01:43.8,192.237,11
21274,861,3/25/2012,Maldonado,Williams,18,11,Budapest,19,19,19,0,54,NaN,NaN,51,16,01:42.2,195.181,5
21275,861,3/25/2012,Pic,Marussia,25,21,Imola,20,20,20,0,54,NaN,NaN,50,21,01:44.8,190.384,12
21276,861,3/25/2012,Karthikeyan,HRT,23,23,Buenos Aires,21,21,21,0,54,NaN,NaN,52,22,01:45.9,188.414,12
21277,861,3/25/2012,Rosa,HRT,22,22,Suzuka,22,22,22,0,54,NaN,NaN,54,23,01:46.2,187.82,12
21278,861,3/25/2012,Kobauashi,Sauber,14,17,Shanghai,NaN,R,23,0,46,NaN,NaN,44,19,01:44.2,191.501,31
21279,861,3/25/2012,Grosjean,Lotus_F1,10,6,Monaco,NaN,R,24,0,3,NaN,NaN,2,24,02:08.5,155.333,4
21280,862,4/15/2012,Rosberg,Mercedes,8,1,Melbourn,1,1,1,25,56,36:26.9,5786929,40,8,01:41.0,194.356,1
21281,862,4/15/2012,Button,Mclaren,3,5,Istanbul,2,2,2,18,56,20.626,5807555,56,3,01:40.4,195.411,1
21282,862,4/15/2012,Hamilton,Mclaren,4,7,Montreal,3,3,3,15,56,26.012,5812941,40,6,01:40.5,195.201,1
21283,862,4/15/2012,Webber,Red_Bull,2,6,Monaco,4,4,4,12,56,27.924,5814853,52,5,01:40.5,195.279,1
21284,862,4/15/2012,Vettel,Red_Bull,1,11,Budapest,5,5,5,10,56,30.483,5817412,33,7,01:40.6,195.063,1
21285,862,4/15/2012,Grosjean,Lotus_F1,10,10,Hockenhein,6,6,6,8,56,31.491,5818420,35,11,01:41.1,194.062,1
21286,862,4/15/2012,B. Senna,Williams,19,14,Monza,7,7,7,6,56,34.597,5821526,37,16,01:41.3,193.731,1
21287,862,4/15/2012,Maldonado,Williams,18,13,Spa,8,8,8,4,56,35.643,5822572,36,4,01:40.5,195.294,1
21288,862,4/15/2012,Alonso,Ferrari,5,9,Silverstone,9,9,9,2,56,37.256,5824185,41,12,01:41.2,194.001,1
21289,862,4/15/2012,Kobauashi,Sauber,14,3,Bahrain,10,10,10,1,56,38.72,5825649,40,1,01:40.0,196.314,1
21290,862,4/15/2012,Perez,Sauber,15,8,France,11,11,11,0,56,41.066,5827995,37,10,01:41.1,194.156,1
21291,862,4/15/2012,Resta,Force_India,11,15,Singapore,12,12,12,0,56,42.273,5829202,40,17,01:41.5,193.339,1
21292,862,4/15/2012,Massa,Ferrari,6,12,Velencia,13,13,13,0,56,42.779,5829708,48,14,01:41.2,193.832,1
21293,862,4/15/2012,Raikkonen,Lotus_F1,9,4,Catalunya,14,14,14,0,56,50.573,5837502,43,18,01:41.8,192.777,1
21294,862,4/15/2012,Hulkenberg,Force_India,12,16,Fuji,15,15,15,0,56,51.213,5838142,48,9,01:41.0,194.337,1
21295,862,4/15/2012,Vergne,Toro_Rosso,17,24,Abu Dhabi,16,16,16,0,56,51.756,5838685,48,2,01:40.0,196.198,1
21296,862,4/15/2012,Riccardo,Toro_Rosso,16,17,Shanghai,17,17,17,0,56,+1:03.156,5850085,40,15,01:41.3,193.811,1
21297,862,4/15/2012,Petrov,Caterham,21,19,Indianapolis,18,18,18,0,55,NaN,NaN,38,19,01:42.4,191.664,11
21298,862,4/15/2012,Glock,Marussia,24,20,nurburgring,19,19,19,0,55,NaN,NaN,41,21,01:42.7,190.987,11
21299,862,4/15/2012,Pic,Marussia,25,21,Imola,20,20,20,0,55,NaN,NaN,39,20,01:42.6,191.224,11
21300,862,4/15/2012,Rosa,HRT,22,22,Suzuka,21,21,21,0,55,NaN,NaN,54,22,01:43.6,189.398,11
21301,862,4/15/2012,Karthikeyan,HRT,23,23,Buenos Aires,22,22,22,0,54,NaN,NaN,40,23,01:43.9,188.806,12
21302,862,4/15/2012,Kovalaine,Caterham,20,18,Interlagos,23,23,23,0,53,NaN,NaN,53,13,01:41.2,193.928,13
21303,862,4/15/2012,Schumacher,Mercedes,7,2,Sepang,NaN,R,24,0,12,NaN,NaN,9,24,01:44.1,188.49,61
21304,863,4/22/2012,Vettel,Red_Bull,1,1,Melbourn,1,1,1,25,57,35:11.0,5710990,41,1,01:36.4,202.151,1
21305,863,4/22/2012,Raikkonen,Lotus_F1,9,11,Budapest,2,2,2,18,57,3.333,5714323,41,5,01:37.1,200.617,1
21306,863,4/22/2012,Grosjean,Lotus_F1,10,7,Montreal,3,3,3,15,57,10.194,5721184,42,3,01:36.9,201.006,1
21307,863,4/22/2012,Webber,Red_Bull,2,3,Bahrain,4,4,4,12,57,38.788,5749778,45,6,01:37.4,199.956,1
21308,863,4/22/2012,Rosberg,Mercedes,8,5,Istanbul,5,5,5,10,57,55.46,5766450,41,10,01:38.1,198.646,1
21309,863,4/22/2012,Resta,Force_India,11,10,Hockenhein,6,6,6,8,57,57.543,5768533,41,18,01:38.4,198.056,1
21310,863,4/22/2012,Alonso,Ferrari,5,9,Silverstone,7,7,7,6,57,57.803,5768793,44,15,01:38.2,198.397,1
21311,863,4/22/2012,Hamilton,Mclaren,4,2,Sepang,8,8,8,4,57,58.984,5769974,38,7,01:37.7,199.351,1
21312,863,4/22/2012,Massa,Ferrari,6,14,Monza,9,9,9,2,57,+1:04.999,5775989,42,12,01:38.1,198.558,1
21313,863,4/22/2012,Schumacher,Mercedes,7,22,Suzuka,10,10,10,1,57,+1:11.490,5782480,39,13,01:38.1,198.548,1
21314,863,4/22/2012,Perez,Sauber,15,8,France,11,11,11,0,57,+1:12.702,5783692,39,14,01:38.1,198.512,1
21315,863,4/22/2012,Hulkenberg,Force_India,12,13,Spa,12,12,12,0,57,+1:16.539,5787529,46,17,01:38.3,198.177,1
21316,863,4/22/2012,Kobauashi,Sauber,14,12,Velencia,13,13,13,0,57,+1:30.334,5801324,54,2,01:36.7,201.48,1
21317,863,4/22/2012,Vergne,Toro_Rosso,17,17,Shanghai,14,14,14,0,57,+1:33.723,5804713,43,4,01:37.1,200.737,1
21318,863,4/22/2012,Riccardo,Toro_Rosso,16,6,Monaco,15,15,15,0,56,NaN,NaN,42,8,01:37.9,199.005,11
21319,863,4/22/2012,Petrov,Caterham,21,18,Interlagos,16,16,16,0,56,NaN,NaN,42,16,01:38.3,198.191,11
21320,863,4/22/2012,Kovalaine,Caterham,20,16,Fuji,17,17,17,0,56,NaN,NaN,43,19,01:38.4,197.917,11
21321,863,4/22/2012,Button,Mclaren,3,4,Catalunya,18,18,18,0,55,NaN,NaN,47,9,01:38.0,198.714,43
21322,863,4/22/2012,Glock,Marussia,24,23,Buenos Aires,19,19,19,0,55,NaN,NaN,46,23,01:40.3,194.204,12
21323,863,4/22/2012,Rosa,HRT,22,20,nurburgring,20,20,20,0,55,NaN,NaN,41,22,01:40.2,194.371,12
21324,863,4/22/2012,Karthikeyan,HRT,23,24,Abu Dhabi,21,21,21,0,55,NaN,NaN,48,20,01:39.7,195.326,12
21325,863,4/22/2012,B. Senna,Williams,19,15,Singapore,22,22,22,0,54,NaN,NaN,51,11,01:38.1,198.631,76
21326,863,4/22/2012,Maldonado,Williams,18,21,Imola,NaN,R,23,0,25,NaN,NaN,14,21,01:39.9,195.073,29
21327,863,4/22/2012,Pic,Marussia,25,19,Indianapolis,NaN,R,24,0,24,NaN,NaN,14,24,01:41.5,191.916,5
21328,864,5/13/2012,Maldonado,Williams,18,1,Melbourn,1,1,1,25,66,39:09.1,5949145,26,6,01:27.9,190.635,1
21329,864,5/13/2012,Alonso,Ferrari,5,2,Sepang,2,2,2,18,66,3.195,5952340,46,3,01:27.4,191.761,1
21330,864,5/13/2012,Raikkonen,Lotus_F1,9,4,Catalunya,3,3,3,15,66,3.884,5953029,50,2,01:26.9,192.758,1
21331,864,5/13/2012,Grosjean,Lotus_F1,10,3,Bahrain,4,4,4,12,66,14.799,5963944,53,1,01:26.3,194.295,1
21332,864,5/13/2012,Kobauashi,Sauber,14,9,Silverstone,5,5,5,10,66,+1:04.641,6013786,45,8,01:28.3,189.857,1
21333,864,5/13/2012,Vettel,Red_Bull,1,7,Montreal,6,6,6,8,66,+1:07.576,6016721,65,4,01:27.8,190.935,1
21334,864,5/13/2012,Rosberg,Mercedes,8,6,Monaco,7,7,7,6,66,+1:17.919,6027064,45,7,01:28.1,190.107,1
21335,864,5/13/2012,Hamilton,Mclaren,4,24,Abu Dhabi,8,8,8,4,66,+1:18.140,6027285,50,18,01:28.9,188.465,1
21336,864,5/13/2012,Button,Mclaren,3,10,Hockenhein,9,9,9,2,66,+1:25.246,6034391,41,14,01:28.6,189.09,1
21337,864,5/13/2012,Hulkenberg,Force_India,12,13,Spa,10,10,10,1,65,NaN,NaN,48,17,01:28.9,188.478,11
21338,864,5/13/2012,Webber,Red_Bull,2,11,Budapest,11,11,11,0,65,NaN,NaN,44,5,01:27.9,190.741,11
21339,864,5/13/2012,Vergne,Toro_Rosso,17,14,Monza,12,12,12,0,65,NaN,NaN,54,9,01:28.3,189.767,11
21340,864,5/13/2012,Riccardo,Toro_Rosso,16,15,Singapore,13,13,13,0,65,NaN,NaN,44,12,01:28.6,189.169,11
21341,864,5/13/2012,Resta,Force_India,11,12,Velencia,14,14,14,0,65,NaN,NaN,44,10,01:28.3,189.756,11
21342,864,5/13/2012,Massa,Ferrari,6,16,Fuji,15,15,15,0,65,NaN,NaN,47,11,01:28.4,189.467,11
21343,864,5/13/2012,Kovalaine,Caterham,20,19,Indianapolis,16,16,16,0,65,NaN,NaN,50,15,01:28.7,188.897,11
21344,864,5/13/2012,Petrov,Caterham,21,18,Interlagos,17,17,17,0,65,NaN,NaN,48,16,01:28.8,188.773,11
21345,864,5/13/2012,Glock,Marussia,24,21,Imola,18,18,18,0,64,NaN,NaN,49,19,01:29.6,187.033,12
21346,864,5/13/2012,Rosa,HRT,22,22,Suzuka,19,19,19,0,63,NaN,NaN,54,20,01:30.7,184.718,13
21347,864,5/13/2012,Perez,Sauber,15,5,Istanbul,NaN,R,20,0,37,NaN,NaN,20,13,01:28.6,189.131,61
21348,864,5/13/2012,Pic,Marussia,25,20,nurburgring,NaN,R,21,0,35,NaN,NaN,29,22,01:31.1,183.879,26
21349,864,5/13/2012,Karthikeyan,HRT,23,23,Buenos Aires,NaN,R,22,0,22,NaN,NaN,15,24,01:32.9,180.381,26
21350,864,5/13/2012,B. Senna,Williams,19,17,Shanghai,NaN,R,23,0,12,NaN,NaN,10,23,01:31.8,182.505,4
21351,864,5/13/2012,Schumacher,Mercedes,7,8,France,NaN,R,24,0,12,NaN,NaN,4,21,01:31.1,183.973,4
21352,865,5/27/2012,Webber,Red_Bull,2,1,Melbourn,1,1,1,25,78,46:06.6,6366557,45,3,01:18.8,152.579,1
21353,865,5/27/2012,Rosberg,Mercedes,8,2,Sepang,2,2,2,18,78,0.643,6367200,46,7,01:19.0,152.246,1
21354,865,5/27/2012,Alonso,Ferrari,5,5,Istanbul,3,3,3,15,78,0.947,6367504,45,5,01:18.9,152.478,1
21355,865,5/27/2012,Vettel,Red_Bull,1,9,Silverstone,4,4,4,12,78,1.343,6367900,43,9,01:19.1,152.056,1
21356,865,5/27/2012,Hamilton,Mclaren,4,3,Bahrain,5,5,5,10,78,4.101,6370658,46,4,01:18.8,152.577,1
21357,865,5/27/2012,Massa,Ferrari,6,7,Montreal,6,6,6,8,78,6.195,6372752,41,10,01:19.1,152.008,1
21358,865,5/27/2012,Resta,Force_India,11,14,Monza,7,7,7,6,78,41.537,6408094,51,17,01:19.8,150.757,1
21359,865,5/27/2012,Hulkenberg,Force_India,12,10,Hockenhein,8,8,8,4,78,42.562,6409119,35,2,01:18.4,153.322,1
21360,865,5/27/2012,Raikkonen,Lotus_F1,9,8,France,9,9,9,2,78,44.036,6410593,51,12,01:19.2,151.73,1
21361,865,5/27/2012,B. Senna,Williams,19,13,Spa,10,10,10,1,78,44.516,6411073,51,11,01:19.2,151.843,1
21362,865,5/27/2012,Perez,Sauber,15,23,Buenos Aires,11,11,11,0,77,NaN,NaN,49,1,01:17.3,155.557,11
21363,865,5/27/2012,Vergne,Toro_Rosso,17,16,Fuji,12,12,12,0,77,NaN,NaN,25,8,01:19.0,152.177,11
21364,865,5/27/2012,Kovalaine,Caterham,20,17,Shanghai,13,13,13,0,77,NaN,NaN,76,13,01:19.3,151.617,11
21365,865,5/27/2012,Glock,Marussia,24,19,Indianapolis,14,14,14,0,77,NaN,NaN,60,15,01:19.6,150.985,11
21366,865,5/27/2012,Karthikeyan,HRT,23,22,Suzuka,15,15,15,0,76,NaN,NaN,44,19,01:20.3,149.764,12
21367,865,5/27/2012,Button,Mclaren,3,12,Velencia,16,16,16,0,70,NaN,NaN,51,18,01:19.9,150.444,4
21368,865,5/27/2012,Riccardo,Toro_Rosso,16,15,Singapore,NaN,R,17,0,65,NaN,NaN,44,16,01:19.8,150.767,31
21369,865,5/27/2012,Pic,Marussia,25,21,Imola,NaN,R,18,0,64,NaN,NaN,61,14,01:19.6,151.047,31
21370,865,5/27/2012,Schumacher,Mercedes,7,6,Monaco,NaN,R,19,0,63,NaN,NaN,52,6,01:18.9,152.387,32
21371,865,5/27/2012,Petrov,Caterham,21,18,Interlagos,NaN,R,20,0,15,NaN,NaN,12,20,01:20.8,148.765,10
21372,865,5/27/2012,Kobauashi,Sauber,14,11,Budapest,NaN,R,21,0,5,NaN,NaN,4,21,01:25.5,140.664,3
21373,865,5/27/2012,Rosa,HRT,22,20,nurburgring,NaN,R,22,0,0,NaN,NaN,NaN,0,NaN,NaN,3
21374,865,5/27/2012,Maldonado,Williams,18,24,Abu Dhabi,NaN,R,23,0,0,NaN,NaN,NaN,0,NaN,NaN,3
21375,865,5/27/2012,Grosjean,Lotus_F1,10,4,Catalunya,NaN,R,24,0,0,NaN,NaN,NaN,0,NaN,NaN,3
21376,866,6/10/2012,Hamilton,Mclaren,4,2,Sepang,1,1,1,25,70,32:29.6,5549586,59,6,01:17.0,203.837,1
21377,866,6/10/2012,Grosjean,Lotus_F1,10,7,Montreal,2,2,2,18,70,2.513,5552099,57,11,01:17.3,203.194,1
21378,866,6/10/2012,Perez,Sauber,15,15,Singapore,3,3,3,15,70,5.26,5554846,67,3,01:16.4,205.454,1
21379,866,6/10/2012,Vettel,Red_Bull,1,1,Melbourn,4,4,4,12,70,7.295,5556881,70,1,01:15.8,207.249,1
21380,866,6/10/2012,Alonso,Ferrari,5,3,Bahrain,5,5,5,10,70,13.411,5562997,42,15,01:17.8,201.742,1
21381,866,6/10/2012,Rosberg,Mercedes,8,5,Istanbul,6,6,6,8,70,13.842,5563428,67,7,01:17.1,203.732,1
21382,866,6/10/2012,Webber,Red_Bull,2,4,Catalunya,7,7,7,6,70,15.085,5564671,62,8,01:17.1,203.544,1
21383,866,6/10/2012,Raikkonen,Lotus_F1,9,12,Velencia,8,8,8,4,70,15.567,5565153,70,5,01:16.8,204.517,1
21384,866,6/10/2012,Kobauashi,Sauber,14,11,Budapest,9,9,9,2,70,24.432,5574018,61,12,01:17.5,202.669,1
21385,866,6/10/2012,Massa,Ferrari,6,6,Monaco,10,10,10,1,70,25.272,5574858,69,2,01:16.2,206.08,1
21386,866,6/10/2012,Resta,Force_India,11,8,France,11,11,11,0,70,37.693,5587279,63,10,01:17.2,203.312,1
21387,866,6/10/2012,Hulkenberg,Force_India,12,13,Spa,12,12,12,0,70,46.236,5595822,62,9,01:17.2,203.357,1
21388,866,6/10/2012,Maldonado,Williams,18,22,Suzuka,13,13,13,0,70,47.052,5596638,67,13,01:17.5,202.604,1
21389,866,6/10/2012,Riccardo,Toro_Rosso,16,14,Monza,14,14,14,0,70,+1:04.475,5614061,70,4,01:16.6,204.931,1
21390,866,6/10/2012,Vergne,Toro_Rosso,17,19,Indianapolis,15,15,15,0,69,NaN,NaN,55,17,01:17.9,201.6,11
21391,866,6/10/2012,Button,Mclaren,3,10,Hockenhein,16,16,16,0,69,NaN,NaN,63,16,01:17.8,201.682,11
21392,866,6/10/2012,B. Senna,Williams,19,16,Fuji,17,17,17,0,69,NaN,NaN,67,14,01:17.8,201.75,11
21393,866,6/10/2012,Kovalaine,Caterham,20,17,Shanghai,18,18,18,0,69,NaN,NaN,62,19,01:18.1,200.947,11
21394,866,6/10/2012,Petrov,Caterham,21,18,Interlagos,19,19,19,0,69,NaN,NaN,58,18,01:18.1,201.037,11
21395,866,6/10/2012,Pic,Marussia,25,23,Buenos Aires,20,20,20,0,69,NaN,NaN,63,21,01:20.6,194.706,13
21396,866,6/10/2012,Glock,Marussia,24,21,Imola,21,21,21,0,56,NaN,NaN,47,22,01:21.0,193.745,22
21397,866,6/10/2012,Schumacher,Mercedes,7,9,Silverstone,NaN,R,22,0,43,NaN,NaN,37,20,01:18.4,200.165,65
21398,866,6/10/2012,Rosa,HRT,22,20,nurburgring,NaN,R,23,0,24,NaN,NaN,23,23,01:21.5,192.55,23
21399,866,6/10/2012,Karthikeyan,HRT,23,24,Abu Dhabi,NaN,R,24,0,22,NaN,NaN,12,24,01:22.0,191.355,22
21400,867,6/24/2012,Alonso,Ferrari,5,11,Budapest,1,1,1,25,57,44:16.6,6256649,40,5,01:43.7,188.185,1
21401,867,6/24/2012,Raikkonen,Lotus_F1,9,5,Istanbul,2,2,2,18,57,6.421,6263070,43,7,01:43.7,188.148,1
21402,867,6/24/2012,Schumacher,Mercedes,7,12,Velencia,3,3,3,15,57,12.639,6269288,43,3,01:43.1,189.22,1
21403,867,6/24/2012,Webber,Red_Bull,2,19,Indianapolis,4,4,4,12,57,13.628,6270277,40,2,01:42.7,189.923,1
21404,867,6/24/2012,Hulkenberg,Force_India,12,8,France,5,5,5,10,57,19.993,6276642,40,13,01:44.2,187.174,1
21405,867,6/24/2012,Rosberg,Mercedes,8,6,Monaco,6,6,6,8,57,21.176,6277825,54,1,01:42.2,190.953,1
21406,867,6/24/2012,Resta,Force_India,11,10,Hockenhein,7,7,7,6,57,22.866,6279515,45,11,01:44.1,187.398,1
21407,867,6/24/2012,Button,Mclaren,3,9,Silverstone,8,8,8,4,57,24.653,6281302,48,17,01:44.8,186.138,1
21408,867,6/24/2012,Perez,Sauber,15,15,Singapore,9,9,9,2,57,27.777,6284426,43,4,01:43.5,188.439,1
21409,867,6/24/2012,B. Senna,Williams,19,14,Monza,10,10,10,1,57,35.961,6292610,44,12,01:44.1,187.38,1
21410,867,6/24/2012,Riccardo,Toro_Rosso,16,17,Shanghai,11,11,11,0,57,37.041,6293690,44,6,01:43.7,188.17,1
21411,867,6/24/2012,Maldonado,Williams,18,3,Bahrain,12,12,12,0,57,54.63,6311279,43,10,01:44.1,187.465,1
21412,867,6/24/2012,Petrov,Caterham,21,20,nurburgring,13,13,13,0,57,+1:15.871,6332520,54,14,01:44.3,187.125,1
21413,867,6/24/2012,Kovalaine,Caterham,20,16,Fuji,14,14,14,0,57,+1:34.654,6351303,40,19,01:45.3,185.275,1
21414,867,6/24/2012,Pic,Marussia,25,23,Buenos Aires,15,15,15,0,57,+1:36.551,6353200,43,22,01:46.7,182.832,1
21415,867,6/24/2012,Massa,Ferrari,6,13,Spa,16,16,16,0,56,NaN,NaN,36,15,01:44.4,186.806,11
21416,867,6/24/2012,Rosa,HRT,22,21,Imola,17,17,17,0,56,NaN,NaN,36,23,01:46.8,182.664,11
21417,867,6/24/2012,Karthikeyan,HRT,23,22,Suzuka,18,18,18,0,56,NaN,NaN,42,21,01:46.4,183.37,11
21418,867,6/24/2012,Hamilton,Mclaren,4,2,Sepang,19,19,19,0,55,NaN,NaN,43,9,01:44.0,187.568,4
21419,867,6/24/2012,Grosjean,Lotus_F1,10,4,Catalunya,NaN,R,20,0,40,NaN,NaN,38,8,01:43.8,188.007,40
21420,867,6/24/2012,Vettel,Red_Bull,1,1,Melbourn,NaN,R,21,0,33,NaN,NaN,18,16,01:44.6,186.585,6
21421,867,6/24/2012,Kobauashi,Sauber,14,7,Montreal,NaN,R,22,0,33,NaN,NaN,22,18,01:45.1,185.649,4
21422,867,6/24/2012,Vergne,Toro_Rosso,17,18,Interlagos,NaN,R,23,0,26,NaN,NaN,22,20,01:45.5,184.929,4
21423,867,6/24/2012,Glock,Marussia,24,0,Interlagos,NaN,W,24,0,0,NaN,NaN,NaN,0,NaN,NaN,54
21424,868,7/8/2012,Webber,Red_Bull,2,2,Sepang,1,1,1,25,52,25:11.3,5111288,49,4,01:34.9,223.393,1
21425,868,7/8/2012,Alonso,Ferrari,5,1,Melbourn,2,2,2,18,52,3.06,5114348,49,7,01:35.4,222.336,1
21426,868,7/8/2012,Vettel,Red_Bull,1,4,Catalunya,3,3,3,15,52,4.836,5116124,52,3,01:34.9,223.48,1
21427,868,7/8/2012,Massa,Ferrari,6,5,Istanbul,4,4,4,12,52,9.519,5120807,50,5,01:35.0,223.141,1
21428,868,7/8/2012,Raikkonen,Lotus_F1,9,6,Monaco,5,5,5,10,52,10.314,5121602,50,1,01:34.7,224.037,1
21429,868,7/8/2012,Grosjean,Lotus_F1,10,9,Silverstone,6,6,6,8,52,17.101,5128389,50,2,01:34.9,223.51,1
21430,868,7/8/2012,Schumacher,Mercedes,7,3,Bahrain,7,7,7,6,52,29.153,5140441,52,6,01:35.2,222.789,1
21431,868,7/8/2012,Hamilton,Mclaren,4,8,France,8,8,8,4,52,36.463,5147751,44,15,01:36.2,220.515,1
21432,868,7/8/2012,B. Senna,Williams,19,13,Spa,9,9,9,2,52,43.347,5154635,48,12,01:35.9,221.228,1
21433,868,7/8/2012,Button,Mclaren,3,16,Fuji,10,10,10,1,52,44.444,5155732,52,14,01:36.1,220.714,1
21434,868,7/8/2012,Kobauashi,Sauber,14,17,Shanghai,11,11,11,0,52,45.37,5156658,48,9,01:35.5,222.12,1
21435,868,7/8/2012,Hulkenberg,Force_India,12,14,Monza,12,12,12,0,52,47.856,5159144,37,13,01:36.0,220.956,1
21436,868,7/8/2012,Riccardo,Toro_Rosso,16,12,Velencia,13,13,13,0,52,51.241,5162529,49,8,01:35.4,222.19,1
