resultId,raceId,date,driverId,constructorId,number,grid,track,position,positionTeNaNt,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
23314,966,10/23/2016,Rosberg,Mercedes,6,2,Sepang,2,2,2,18,71,8.354,6039756,43,5,01:22.8,187.148,1
23315,966,10/23/2016,Riccardo,Red_Bull,3,4,Catalunya,3,3,3,15,71,20.858,6052260,53,1,01:21.1,190.972,1
23316,966,10/23/2016,Verstappen,Red_Bull,33,3,Bahrain,4,4,4,12,71,21.323,6052725,66,6,01:22.9,186.934,1
23317,966,10/23/2016,Vettel,Ferrari,5,7,Montreal,5,5,5,10,71,27.313,6058715,61,2,01:22.5,187.817,1
23318,966,10/23/2016,Raikkonen,Ferrari,7,6,Monaco,6,6,6,8,71,49.376,6080778,47,3,01:22.5,187.783,1
23319,966,10/23/2016,Hulkenberg,Force_India,27,5,Istanbul,7,7,7,6,71,58.891,6090293,50,9,01:23.3,186.034,1
23320,966,10/23/2016,Bottas,Williams,77,8,France,8,8,8,4,71,+1:05.612,6097014,65,11,01:23.5,185.472,1
23321,966,10/23/2016,Massa,Williams,19,9,Silverstone,9,9,9,2,71,+1:16.206,6107608,64,12,01:23.6,185.392,1
23322,966,10/23/2016,Perez,Force_India,11,12,Velencia,10,10,10,1,71,+1:16.798,6108200,62,13,01:23.6,185.324,1
23323,966,10/23/2016,Ericsson,Sauber,9,15,Singapore,11,11,11,0,70,NaN,NaN,65,18,01:24.3,183.713,11
23324,966,10/23/2016,Button,Mclaren,22,13,Spa,12,12,12,0,70,NaN,NaN,70,17,01:23.8,184.948,11
23325,966,10/23/2016,Alonso,Mclaren,14,11,Budapest,13,13,13,0,70,NaN,NaN,69,16,01:23.7,185.189,11
23326,966,10/23/2016,Palmer,Renault,30,21,Imola,14,14,14,0,70,NaN,NaN,64,20,01:24.6,183.205,11
23327,966,10/23/2016,Nasr,Sauber,12,19,Indianapolis,15,15,15,0,70,NaN,NaN,58,15,01:23.7,185.213,11
23328,966,10/23/2016,Sainz,Toro_Rosso,55,10,Hockenhein,16,16,16,0,70,NaN,NaN,52,19,01:24.5,183.437,11
23329,966,10/23/2016,Magnussen,Renault,20,14,Monza,17,17,17,0,70,NaN,NaN,53,7,01:23.1,186.351,11
23330,966,10/23/2016,Kvyat,Toro_Rosso,26,18,Interlagos,18,18,18,0,70,NaN,NaN,59,14,01:23.6,185.299,11
23331,966,10/23/2016,Gutierrez,Haas,21,17,Shanghai,19,19,19,0,70,NaN,NaN,63,10,01:23.5,185.659,11
23332,966,10/23/2016,Grosjean,Haas,8,22,Suzuka,20,20,20,0,70,NaN,NaN,53,8,01:23.3,186.056,11
23333,966,10/23/2016,Ocon,Manor,31,20,nurburgring,21,21,21,0,69,NaN,NaN,43,21,01:25.0,182.364,12
23334,966,10/23/2016,Wehrlein,Manor,94,16,Fuji,NaN,R,22,0,0,NaN,NaN,NaN,0,NaN,NaN,4
23335,967,10/30/2016,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,71,01:01.3,10861335,44,3,01:25.6,181.137,1
23336,967,10/30/2016,Rosberg,Mercedes,6,2,Sepang,2,2,2,18,71,11.455,10872790,47,6,01:26.2,179.912,1
23337,967,10/30/2016,Verstappen,Red_Bull,33,4,Catalunya,3,3,3,15,71,21.481,10882816,67,1,01:25.3,181.846,1
23338,967,10/30/2016,Perez,Force_India,11,9,Silverstone,4,4,4,12,71,25.346,10886681,41,11,01:27.1,178.113,1
23339,967,10/30/2016,Vettel,Ferrari,5,5,Istanbul,5,5,5,10,71,26.334,10887669,70,5,01:26.2,179.968,1
23340,967,10/30/2016,Sainz,Toro_Rosso,55,15,Singapore,6,6,6,8,71,29.16,10890495,38,13,01:27.2,177.99,1
23341,967,10/30/2016,Hulkenberg,Force_India,27,8,France,7,7,7,6,71,29.827,10891162,69,8,01:26.7,178.862,1
23342,967,10/30/2016,Riccardo,Red_Bull,3,6,Monaco,8,8,8,4,71,30.486,10891821,42,2,01:25.5,181.363,1
23343,967,10/30/2016,Nasr,Sauber,12,21,Imola,9,9,9,2,71,42.62,10903955,70,15,01:27.5,177.189,1
23344,967,10/30/2016,Alonso,Mclaren,14,10,Hockenhein,10,10,10,1,71,44.432,10905767,70,12,01:27.1,178.09,1
23345,967,10/30/2016,Bottas,Williams,77,11,Budapest,11,11,11,0,71,45.292,10906627,70,4,01:26.1,180.246,1
23346,967,10/30/2016,Ocon,Manor,31,22,Suzuka,12,12,12,0,71,45.809,10907144,47,16,01:27.8,176.686,1
23347,967,10/30/2016,Kvyat,Toro_Rosso,26,14,Monza,13,13,13,0,71,51.192,10912527,42,14,01:27.5,177.333,1
23348,967,10/30/2016,Magnussen,Renault,20,18,Interlagos,14,14,14,0,71,51.555,10912890,69,7,01:26.5,179.284,1
23349,967,10/30/2016,Wehrlein,Manor,94,19,Indianapolis,15,15,15,0,71,+1:00.498,10921833,69,18,01:27.9,176.439,1
23350,967,10/30/2016,Button,Mclaren,22,17,Shanghai,16,16,16,0,71,+1:21.994,10943329,38,10,01:27.0,178.338,1
23351,967,10/30/2016,Gutierrez,Haas,21,12,Velencia,NaN,R,17,0,60,NaN,NaN,43,17,01:27.8,176.668,31
23352,967,10/30/2016,Massa,Williams,19,13,Spa,NaN,R,18,0,46,NaN,NaN,39,9,01:26.8,178.782,4
23353,967,10/30/2016,Palmer,Renault,30,16,Fuji,NaN,R,19,0,20,NaN,NaN,11,21,01:34.3,164.441,130
23354,967,10/30/2016,Raikkonen,Ferrari,7,3,Bahrain,NaN,R,20,0,19,NaN,NaN,12,19,01:28.8,174.596,4
23355,967,10/30/2016,Ericsson,Sauber,9,20,nurburgring,NaN,R,21,0,11,NaN,NaN,11,20,01:31.3,169.97,4
23356,967,10/30/2016,Grosjean,Haas,8,7,Montreal,NaN,W,22,0,0,NaN,NaN,NaN,0,NaN,NaN,54
23357,968,11/13/2016,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,55,38:04.0,5884013,37,5,01:45.1,190.174,1
23358,968,11/13/2016,Rosberg,Mercedes,6,2,Sepang,2,2,2,18,55,0.439,5884452,33,9,01:45.3,189.95,1
23359,968,11/13/2016,Vettel,Ferrari,5,5,Istanbul,3,3,3,15,55,0.843,5884856,43,1,01:43.7,192.756,1
23360,968,11/13/2016,Verstappen,Red_Bull,33,6,Monaco,4,4,4,12,55,1.685,5885698,36,7,01:45.2,190.084,1
23361,968,11/13/2016,Riccardo,Red_Bull,3,3,Bahrain,5,5,5,10,55,5.315,5889328,29,3,01:44.9,190.624,1
23362,968,11/13/2016,Raikkonen,Ferrari,7,4,Catalunya,6,6,6,8,55,18.816,5902829,35,6,01:45.2,190.127,1
23363,968,11/13/2016,Hulkenberg,Force_India,27,7,Montreal,7,7,7,6,55,50.114,5934127,31,13,01:45.9,188.717,1
23364,968,11/13/2016,Perez,Force_India,11,8,France,8,8,8,4,55,58.776,5942789,30,8,01:45.2,189.972,1
23365,968,11/13/2016,Massa,Williams,19,10,Hockenhein,9,9,9,2,55,59.436,5943449,33,10,01:45.7,189.206,1
23366,968,11/13/2016,Alonso,Mclaren,14,9,Silverstone,10,10,10,1,55,59.896,5943909,50,2,01:44.5,191.343,1
23367,968,11/13/2016,Grosjean,Haas,8,14,Monza,11,11,11,0,55,+1:16.777,5960790,45,4,01:45.0,190.477,1
23368,968,11/13/2016,Gutierrez,Haas,21,13,Spa,12,12,12,0,55,+1:35.113,5979126,45,12,01:45.9,188.754,1
23369,968,11/13/2016,Ocon,Manor,31,20,nurburgring,13,13,13,0,54,NaN,NaN,46,15,01:46.2,188.29,11
23370,968,11/13/2016,Wehrlein,Manor,94,16,Fuji,14,14,14,0,54,NaN,NaN,26,14,01:46.1,188.368,11
23371,968,11/13/2016,Ericsson,Sauber,9,22,Suzuka,15,15,15,0,54,NaN,NaN,40,16,01:46.2,188.242,11
23372,968,11/13/2016,Nasr,Sauber,12,19,Indianapolis,16,16,16,0,54,NaN,NaN,44,17,01:46.3,188.117,11
23373,968,11/13/2016,Palmer,Renault,30,15,Singapore,17,17,17,0,54,NaN,NaN,46,11,01:45.7,189.134,11
23374,968,11/13/2016,Sainz,Toro_Rosso,55,21,Imola,NaN,R,18,0,41,NaN,NaN,30,18,01:46.6,187.58,130
23375,968,11/13/2016,Kvyat,Toro_Rosso,26,17,Shanghai,NaN,R,19,0,14,NaN,NaN,13,21,01:48.8,183.853,6
23376,968,11/13/2016,Button,Mclaren,22,12,Velencia,NaN,R,20,0,12,NaN,NaN,4,22,01:48.8,183.851,22
23377,968,11/13/2016,Bottas,Williams,77,11,Budapest,NaN,R,21,0,6,NaN,NaN,4,19,01:47.8,185.413,22
23378,968,11/13/2016,Magnussen,Renault,20,18,Interlagos,NaN,R,22,0,5,NaN,NaN,4,20,01:48.6,184.108,22
23379,969,11/27/2016,Vettel,Ferrari,5,2,Sepang,1,1,1,25,57,24:11.7,5051672,53,3,01:26.6,220.351,1
23380,969,11/27/2016,Hamilton,Mercedes,44,1,Melbourn,2,2,2,18,57,9.975,5061647,44,6,01:27.0,219.351,1
23381,969,11/27/2016,Bottas,Mercedes,77,3,Bahrain,3,3,3,15,57,11.25,5062922,56,2,01:26.6,220.465,1
23382,969,11/27/2016,Raikkonen,Ferrari,7,4,Catalunya,4,4,4,12,57,22.393,5074065,56,1,01:26.5,220.605,1
23383,969,11/27/2016,Verstappen,Red_Bull,33,5,Istanbul,5,5,5,10,57,28.827,5080499,43,5,01:27.0,219.525,1
23384,969,11/27/2016,Massa,Williams,19,7,Montreal,6,6,6,8,57,+1:23.386,5135058,49,9,01:28.0,216.83,1
23385,969,11/27/2016,Perez,Force_India,11,10,Hockenhein,7,7,7,6,56,NaN,NaN,56,10,01:28.3,216.115,11
23386,969,11/27/2016,Sainz,Toro_Rosso,55,8,France,8,8,8,4,56,NaN,NaN,53,8,01:27.7,217.74,11
23387,969,11/27/2016,Kvyat,Toro_Rosso,26,9,Silverstone,9,9,9,2,56,NaN,NaN,51,4,01:26.7,220.165,11
23388,969,11/27/2016,Ocon,Force_India,31,13,Spa,10,10,10,1,56,NaN,NaN,55,11,01:28.5,215.776,11
23389,969,11/27/2016,Hulkenberg,Renault,27,11,Budapest,11,11,11,0,56,NaN,NaN,55,12,01:28.5,215.749,11
23390,969,11/27/2016,Giovinazzi,Sauber,36,16,Fuji,12,12,12,0,55,NaN,NaN,51,13,01:29.1,214.378,12
23391,969,11/27/2016,Vandoorne,Mclaren,2,18,Interlagos,13,13,13,0,55,NaN,NaN,53,15,01:29.4,213.448,12
23392,969,11/27/2016,Alonso,Mclaren,14,12,Velencia,NaN,R,14,0,50,NaN,NaN,48,17,01:30.1,211.938,76
23393,969,11/27/2016,Magnussen,Haas,20,17,Shanghai,NaN,R,15,0,46,NaN,NaN,46,7,01:27.6,218.011,22
23394,969,11/27/2016,Stroll,Williams,18,20,nurburgring,NaN,R,16,0,40,NaN,NaN,38,14,01:29.4,213.569,23
23395,969,11/27/2016,Riccardo,Red_Bull,3,0,nurburgring,NaN,R,17,0,25,NaN,NaN,21,16,01:29.4,213.431,131
23396,969,11/27/2016,Ericsson,Sauber,9,14,Monza,NaN,R,18,0,21,NaN,NaN,18,19,01:32.1,207.391,9
23397,969,11/27/2016,Palmer,Renault,30,19,Indianapolis,NaN,R,19,0,15,NaN,NaN,6,20,01:32.2,207.069,23
23398,969,11/27/2016,Grosjean,Haas,8,6,Monaco,NaN,R,20,0,13,NaN,NaN,12,18,01:30.2,211.689,47
23399,970,3/26/2017,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,56,37:36.2,5856158,44,1,01:35.4,205.745,1
23400,970,3/26/2017,Vettel,Ferrari,5,2,Sepang,2,2,2,18,56,6.25,5862408,40,2,01:35.4,205.648,1
23401,970,3/26/2017,Verstappen,Red_Bull,33,16,Fuji,3,3,3,15,56,45.192,5901350,31,7,01:36.7,202.886,1
23402,970,3/26/2017,Riccardo,Red_Bull,3,5,Istanbul,4,4,4,12,56,46.035,5902193,36,8,01:36.8,202.741,1
23403,970,3/26/2017,Raikkonen,Ferrari,7,4,Catalunya,5,5,5,10,56,48.076,5904234,42,4,01:36.0,204.406,1
23404,970,3/26/2017,Bottas,Mercedes,77,3,Bahrain,6,6,6,8,56,48.808,5904966,41,3,01:35.8,204.734,1
23405,970,3/26/2017,Sainz,Toro_Rosso,55,11,Budapest,7,7,7,6,56,+1:12.893,5929051,30,10,01:37.4,201.478,1
23406,970,3/26/2017,Magnussen,Haas,20,12,Velencia,8,8,8,4,55,NaN,NaN,35,11,01:37.5,201.209,11
23407,970,3/26/2017,Perez,Force_India,11,8,France,9,9,9,2,55,NaN,NaN,55,6,01:36.5,203.288,11
23408,970,3/26/2017,Ocon,Force_India,31,17,Shanghai,10,10,10,1,55,NaN,NaN,55,9,01:37.0,202.23,11
23409,970,3/26/2017,Grosjean,Haas,8,19,Indianapolis,11,11,11,0,55,NaN,NaN,50,12,01:37.6,201.162,11
23410,970,3/26/2017,Hulkenberg,Renault,27,7,Montreal,12,12,12,0,55,NaN,NaN,36,13,01:38.0,200.21,11
23411,970,3/26/2017,Palmer,Renault,30,20,nurburgring,13,13,13,0,55,NaN,NaN,47,14,01:38.2,199.871,11
23412,970,3/26/2017,Massa,Williams,19,6,Monaco,14,14,14,0,55,NaN,NaN,50,5,01:36.5,203.33,11
23413,970,3/26/2017,Ericsson,Sauber,9,14,Monza,15,15,15,0,55,NaN,NaN,50,16,01:39.7,196.763,11
23414,970,3/26/2017,Alonso,Mclaren,14,13,Spa,NaN,R,16,0,33,NaN,NaN,31,15,01:39.5,197.23,30
23415,970,3/26/2017,Kvyat,Toro_Rosso,26,9,Silverstone,NaN,R,17,0,18,NaN,NaN,18,17,01:40.1,196.059,9
23416,970,3/26/2017,Vandoorne,Mclaren,2,15,Singapore,NaN,R,18,0,17,NaN,NaN,15,18,01:41.5,193.412,32
23417,970,3/26/2017,Giovinazzi,Sauber,36,18,Interlagos,NaN,R,19,0,3,NaN,NaN,NaN,0,NaN,NaN,3
23418,970,3/26/2017,Stroll,Williams,18,10,Hockenhein,NaN,R,20,0,0,NaN,NaN,NaN,0,NaN,NaN,4
23419,971,4/9/2017,Vettel,Ferrari,5,3,Bahrain,1,1,1,25,57,33:53.4,5633374,36,4,01:33.8,207.652,1
23420,971,4/9/2017,Hamilton,Mercedes,44,2,Sepang,2,2,2,18,57,6.66,5640034,46,1,01:32.8,209.952,1
23421,971,4/9/2017,Bottas,Mercedes,77,1,Melbourn,3,3,3,15,57,20.397,5653771,33,5,01:34.1,207.076,1
23422,971,4/9/2017,Raikkonen,Ferrari,7,5,Istanbul,4,4,4,12,57,22.475,5655849,55,3,01:33.7,207.887,1
23423,971,4/9/2017,Riccardo,Red_Bull,3,4,Catalunya,5,5,5,10,57,39.346,5672720,42,2,01:33.5,208.387,1
23424,971,4/9/2017,Massa,Williams,19,8,France,6,6,6,8,57,54.326,5687700,39,6,01:34.3,206.705,1
23425,971,4/9/2017,Perez,Force_India,11,18,Interlagos,7,7,7,6,57,+1:02.606,5695980,39,7,01:34.6,205.933,1
23426,971,4/9/2017,Grosjean,Haas,8,9,Silverstone,8,8,8,4,57,+1:14.865,5708239,33,8,01:34.9,205.198,1
23427,971,4/9/2017,Hulkenberg,Renault,27,7,Montreal,9,9,9,2,57,+1:20.188,5713562,40,12,01:35.4,204.286,1
23428,971,4/9/2017,Ocon,Force_India,31,14,Monza,10,10,10,1,57,+1:35.711,5729085,39,11,01:35.2,204.7,1
23429,971,4/9/2017,Wehrlein,Sauber,94,13,Spa,11,11,11,0,56,NaN,NaN,43,17,01:36.8,201.301,11
23430,971,4/9/2017,Kvyat,Toro_Rosso,26,11,Budapest,12,12,12,0,56,NaN,NaN,45,9,01:35.0,205.118,11
23431,971,4/9/2017,Palmer,Renault,30,10,Hockenhein,13,13,13,0,56,NaN,NaN,43,13,01:35.6,203.901,11
23432,971,4/9/2017,Alonso,Mclaren,14,15,Singapore,14,14,14,0,54,NaN,NaN,47,14,01:35.6,203.809,131
23433,971,4/9/2017,Ericsson,Sauber,9,19,Indianapolis,NaN,R,15,0,50,NaN,NaN,35,10,01:35.1,204.9,6
23434,971,4/9/2017,Sainz,Toro_Rosso,55,16,Fuji,NaN,R,16,0,12,NaN,NaN,8,18,01:38.0,198.755,4
23435,971,4/9/2017,Stroll,Williams,18,12,Velencia,NaN,R,17,0,12,NaN,NaN,10,15,01:36.3,202.311,4
23436,971,4/9/2017,Verstappen,Red_Bull,33,6,Monaco,NaN,R,18,0,11,NaN,NaN,4,16,01:36.7,201.52,23
23437,971,4/9/2017,Magnussen,Haas,20,20,nurburgring,NaN,R,19,0,8,NaN,NaN,6,19,01:38.7,197.362,10
23438,971,4/9/2017,Vandoorne,Mclaren,2,17,Shanghai,NaN,R,20,0,0,NaN,NaN,NaN,0,NaN,NaN,131
23439,972,4/16/2017,Bottas,Mercedes,77,3,Bahrain,1,1,1,25,52,28:08.7,5288743,49,3,01:37.4,216.221,1
23440,972,4/16/2017,Vettel,Ferrari,5,1,Melbourn,2,2,2,18,52,0.617,5289360,49,2,01:37.3,216.343,1
23441,972,4/16/2017,Raikkonen,Ferrari,7,2,Sepang,3,3,3,15,52,11,5299743,49,1,01:36.8,217.388,1
23442,972,4/16/2017,Hamilton,Mercedes,44,4,Catalunya,4,4,4,12,52,36.32,5325063,18,6,01:38.4,213.955,1
23443,972,4/16/2017,Verstappen,Red_Bull,33,7,Montreal,5,5,5,10,52,+1:00.416,5349159,47,8,01:38.4,213.888,1
23444,972,4/16/2017,Perez,Force_India,11,9,Silverstone,6,6,6,8,52,+1:26.788,5375531,51,9,01:38.7,213.385,1
23445,972,4/16/2017,Ocon,Force_India,31,10,Hockenhein,7,7,7,6,52,+1:35.004,5383747,50,10,01:38.7,213.203,1
23446,972,4/16/2017,Hulkenberg,Renault,27,8,France,8,8,8,4,52,+1:36.188,5384931,52,7,01:38.4,213.912,1
23447,972,4/16/2017,Massa,Williams,19,6,Monaco,9,9,9,2,51,NaN,NaN,45,4,01:38.2,214.317,11
23448,972,4/16/2017,Sainz,Toro_Rosso,55,14,Monza,10,10,10,1,51,NaN,NaN,51,11,01:38.9,212.96,11
23449,972,4/16/2017,Stroll,Williams,18,11,Budapest,11,11,11,0,51,NaN,NaN,50,12,01:38.9,212.934,11
23450,972,4/16/2017,Kvyat,Toro_Rosso,26,12,Velencia,12,12,12,0,51,NaN,NaN,50,5,01:38.3,214.168,11
23451,972,4/16/2017,Magnussen,Haas,20,13,Spa,13,13,13,0,51,NaN,NaN,40,13,01:39.6,211.445,11
23452,972,4/16/2017,Vandoorne,Mclaren,2,20,nurburgring,14,14,14,0,51,NaN,NaN,47,14,01:39.8,210.971,11
23453,972,4/16/2017,Ericsson,Sauber,9,18,Interlagos,15,15,15,0,51,NaN,NaN,48,15,01:39.8,210.875,11
23454,972,4/16/2017,Wehrlein,Sauber,94,17,Shanghai,16,16,16,0,50,NaN,NaN,37,16,01:40.9,208.604,12
23455,972,4/16/2017,Riccardo,Red_Bull,3,5,Istanbul,NaN,R,17,0,5,NaN,NaN,4,17,01:42.3,205.824,23
23456,972,4/16/2017,Palmer,Renault,30,16,Fuji,NaN,R,18,0,0,NaN,NaN,NaN,0,NaN,NaN,4
23457,972,4/16/2017,Grosjean,Haas,8,19,Indianapolis,NaN,R,19,0,0,NaN,NaN,NaN,0,NaN,NaN,4
23458,972,4/16/2017,Alonso,Mclaren,14,15,Singapore,NaN,W,20,0,0,NaN,NaN,NaN,0,NaN,NaN,131
23459,973,4/30/2017,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,66,35:56.5,5756497,64,1,01:23.6,200.471,1
23460,973,4/30/2017,Vettel,Ferrari,5,2,Sepang,2,2,2,18,66,3.49,5759987,43,2,01:23.7,200.277,1
23461,973,4/30/2017,Riccardo,Red_Bull,3,6,Monaco,3,3,3,15,66,+1:15.820,5832317,40,3,01:23.7,200.248,1
23462,973,4/30/2017,Perez,Force_India,11,8,France,4,4,4,12,65,NaN,NaN,51,7,01:25.8,195.417,11
23463,973,4/30/2017,Ocon,Force_India,31,10,Hockenhein,5,5,5,10,65,NaN,NaN,40,11,01:26.3,194.237,11
23464,973,4/30/2017,Hulkenberg,Renault,27,13,Spa,6,6,6,8,65,NaN,NaN,56,15,01:26.7,193.28,11
23465,973,4/30/2017,Sainz,Toro_Rosso,55,12,Velencia,7,7,7,6,65,NaN,NaN,61,9,01:26.2,194.439,11
23466,973,4/30/2017,Wehrlein,Sauber,94,15,Singapore,8,8,8,4,65,NaN,NaN,58,14,01:26.5,193.787,11
23467,973,4/30/2017,Kvyat,Toro_Rosso,26,19,Indianapolis,9,9,9,2,65,NaN,NaN,37,8,01:26.0,194.914,11
23468,973,4/30/2017,Grosjean,Haas,8,14,Monza,10,10,10,1,65,NaN,NaN,50,17,01:26.9,192.906,11
23469,973,4/30/2017,Ericsson,Sauber,9,16,Fuji,11,11,11,0,64,NaN,NaN,60,10,01:26.2,194.379,12
23470,973,4/30/2017,Alonso,Mclaren,14,7,Montreal,12,12,12,0,64,NaN,NaN,64,4,01:23.9,199.752,12
23471,973,4/30/2017,Massa,Williams,19,9,Silverstone,13,13,13,0,64,NaN,NaN,64,13,01:26.5,193.796,12
23472,973,4/30/2017,Magnussen,Haas,20,11,Budapest,14,14,14,0,64,NaN,NaN,15,12,01:26.4,194.023,12
23473,973,4/30/2017,Palmer,Renault,30,17,Shanghai,15,15,15,0,64,NaN,NaN,44,6,01:24.8,197.517,12
23474,973,4/30/2017,Stroll,Williams,18,18,Interlagos,16,16,16,0,64,NaN,NaN,50,16,01:26.8,192.98,12
23475,973,4/30/2017,Bottas,Mercedes,77,3,Bahrain,NaN,R,17,0,38,NaN,NaN,28,5,01:24.7,197.86,131
23476,973,4/30/2017,Vandoorne,Mclaren,2,20,nurburgring,NaN,R,18,0,32,NaN,NaN,14,18,01:27.6,191.401,4
23477,973,4/30/2017,Verstappen,Red_Bull,33,5,Istanbul,NaN,R,19,0,1,NaN,NaN,NaN,0,NaN,NaN,130
23478,973,4/30/2017,Raikkonen,Ferrari,7,4,Catalunya,NaN,R,20,0,0,NaN,NaN,NaN,0,NaN,NaN,130
23479,974,5/14/2017,Vettel,Ferrari,5,2,Sepang,1,1,1,25,78,44:44.3,6284340,38,2,01:15.2,159.669,1
23480,974,5/14/2017,Raikkonen,Ferrari,7,1,Melbourn,2,2,2,18,78,3.145,6287485,39,3,01:15.5,159.058,1
23481,974,5/14/2017,Riccardo,Red_Bull,3,5,Istanbul,3,3,3,15,78,3.745,6288085,51,4,01:15.8,158.577,1
23482,974,5/14/2017,Bottas,Mercedes,77,3,Bahrain,4,4,4,12,78,5.517,6289857,22,9,01:16.4,157.16,1
23483,974,5/14/2017,Verstappen,Red_Bull,33,4,Catalunya,5,5,5,10,78,6.199,6290539,56,8,01:16.3,157.387,1
23484,974,5/14/2017,Sainz,Toro_Rosso,55,6,Monaco,6,6,6,8,78,12.038,6296378,39,14,01:16.6,156.73,1
23485,974,5/14/2017,Hamilton,Mercedes,44,13,Spa,7,7,7,6,78,15.801,6300141,54,5,01:15.8,158.433,1
23486,974,5/14/2017,Grosjean,Haas,8,8,France,8,8,8,4,78,18.15,6302490,45,18,01:17.1,155.823,1
23487,974,5/14/2017,Massa,Williams,19,14,Monza,9,9,9,2,78,19.445,6303785,50,12,01:16.5,156.947,1
23488,974,5/14/2017,Magnussen,Haas,20,11,Budapest,10,10,10,1,78,21.443,6305783,44,7,01:16.3,157.42,1
23489,974,5/14/2017,Palmer,Renault,30,16,Fuji,11,11,11,0,78,22.737,6307077,55,13,01:16.6,156.801,1
23490,974,5/14/2017,Ocon,Force_India,31,15,Singapore,12,12,12,0,78,23.725,6308065,52,10,01:16.5,157.072,1
23491,974,5/14/2017,Perez,Force_India,11,7,Montreal,13,13,13,0,78,39.089,6323429,76,1,01:14.8,160.561,1
23492,974,5/14/2017,Kvyat,Toro_Rosso,26,9,Silverstone,14,14,14,0,71,NaN,NaN,43,11,01:16.5,156.955,130
23493,974,5/14/2017,Stroll,Williams,18,17,Shanghai,15,15,15,0,71,NaN,NaN,71,6,01:16.1,157.912,23
23494,974,5/14/2017,Vandoorne,Mclaren,2,12,Velencia,NaN,R,16,0,66,NaN,NaN,45,15,01:16.7,156.697,3
23495,974,5/14/2017,Ericsson,Sauber,9,19,Indianapolis,NaN,R,17,0,63,NaN,NaN,39,16,01:16.8,156.362,3
23496,974,5/14/2017,Button,Mclaren,22,20,nurburgring,NaN,R,18,0,57,NaN,NaN,47,17,01:16.9,156.194,130
23497,974,5/14/2017,Wehrlein,Sauber,94,18,Interlagos,NaN,R,19,0,57,NaN,NaN,25,20,01:18.0,153.948,4
23498,974,5/14/2017,Hulkenberg,Renault,27,10,Hockenhein,NaN,R,20,0,15,NaN,NaN,13,19,01:17.9,154.242,6
23499,975,5/28/2017,Hamilton,Mercedes,44,1,Melbourn,1,1,1,25,70,33:05.2,5585154,64,1,01:14.6,210.588,1
23500,975,5/28/2017,Bottas,Mercedes,77,3,Bahrain,2,2,2,18,70,19.783,5604937,65,5,01:15.9,206.862,1
23501,975,5/28/2017,Riccardo,Red_Bull,3,6,Monaco,3,3,3,15,70,35.297,5620451,67,8,01:16.2,206.126,1
23502,975,5/28/2017,Vettel,Ferrari,5,2,Sepang,4,4,4,12,70,35.907,5621061,70,2,01:14.7,210.115,1
23503,975,5/28/2017,Perez,Force_India,11,8,France,5,5,5,10,70,40.476,5625630,62,11,01:16.4,205.58,1
23504,975,5/28/2017,Ocon,Force_India,31,9,Silverstone,6,6,6,8,70,40.716,5625870,68,9,01:16.2,205.904,1
23505,975,5/28/2017,Raikkonen,Ferrari,7,4,Catalunya,7,7,7,6,70,58.632,5643786,59,3,01:15.4,208.25,1
23506,975,5/28/2017,Hulkenberg,Renault,27,10,Hockenhein,8,8,8,4,70,+1:00.374,5645528,64,7,01:16.1,206.204,1
23507,975,5/28/2017,Stroll,Williams,18,17,Shanghai,9,9,9,2,69,NaN,NaN,64,6,01:16.0,206.63,11
23508,975,5/28/2017,Grosjean,Haas,8,14,Monza,10,10,10,1,69,NaN,NaN,58,15,01:16.9,204.026,11
23509,975,5/28/2017,Palmer,Renault,30,15,Singapore,11,11,11,0,69,NaN,NaN,64,12,01:16.7,204.677,11
23510,975,5/28/2017,Magnussen,Haas,20,18,Interlagos,12,12,12,0,69,NaN,NaN,65,10,01:16.3,205.65,11
23511,975,5/28/2017,Ericsson,Sauber,9,19,Indianapolis,13,13,13,0,69,NaN,NaN,50,16,01:17.0,203.904,11
23512,975,5/28/2017,Vandoorne,Mclaren,2,16,Fuji,14,14,14,0,69,NaN,NaN,69,14,01:16.8,204.491,11
23513,975,5/28/2017,Wehrlein,Sauber,94,20,nurburgring,15,15,15,0,68,NaN,NaN,66,17,01:17.1,203.65,12
23514,975,5/28/2017,Alonso,Mclaren,14,12,Velencia,16,16,16,0,66,NaN,NaN,63,4,01:15.9,206.974,131
23515,975,5/28/2017,Kvyat,Toro_Rosso,26,11,Budapest,NaN,R,17,0,54,NaN,NaN,33,13,01:16.7,204.653,131
23516,975,5/28/2017,Verstappen,Red_Bull,33,5,Istanbul,NaN,R,18,0,10,NaN,NaN,9,18,01:17.2,203.396,10
23517,975,5/28/2017,Massa,Williams,19,7,Montreal,NaN,R,19,0,0,NaN,NaN,NaN,0,NaN,NaN,4
23518,975,5/28/2017,Sainz,Toro_Rosso,55,13,Spa,NaN,R,20,0,0,NaN,NaN,NaN,0,NaN,NaN,4
23519,976,6/11/2017,Riccardo,Red_Bull,3,10,Hockenhein,1,1,1,25,51,03:55.6,7435573,46,4,01:44.9,206.048,1
